Account Name,Opportunity Name,Stage,Close Date,Created Date,Type,Total ACV,Primary Campaign Source,Closed Lost Reason,Law Firm Practice Area,NumofLawyers
Mayer LLP,Mayer LLP-Upsell-[O-11771],Won,9/10/24,9/10/24,Upsell,2400,Cold Call,,Appellate; Corporate & Securities; Healthcare; Immigration; Labor & Employment; Litigation; Real Estate; Tax; Trial & Appellate Litigation,110
Hicks Thomas LLP,Hicks Thomas LLP-Upsell-[O-11742],Won,9/3/24,9/3/24,Upsell,2400,Cold Call,,Appellate; Bankruptcy; Construction; Energy; Environmental; Labor & Employment; Litigation; Other; Real Estate,30
"Anderson, McPharlin & Conners LLP","Anderson, McPharlin & Conners LLP-Upsell-[O-11401]",Won,7/23/24,7/23/24,Upsell,2400,No Known Campaign Source,,Appellate,26
"Strauss Massey Dinneen, LLC","Strauss Massey Dinneen, LLC-Upsell-[O-11386]",Won,7/16/24,7/22/24,Upsell,2400,Cold Call,,Arbitration; Commercial; Family; Insurance; Litigation; Maritime; Other; Transportation,17
Lagasse Branch Bell & Kinkead,Lagasse Branch Bell & Kinkead-Upsell-[O-11202],Won,6/21/24,6/21/24,Upsell,2400,No Known Campaign Source,,Business Organizations; Class Actions; Education; Other,37
Mayer LLP,Mayer LLP-Upsell-[O-11066],Won,6/5/24,6/5/24,Upsell,2400,Cold Call,,Appellate; Corporate & Securities; Healthcare; Immigration; Labor & Employment; Litigation; Real Estate; Tax; Trial & Appellate Litigation,110
Mayer LLP,Mayer LLP-Upsell-[O-10834],Won,5/21/24,5/21/24,Upsell,2400,Cold Call,,Appellate; Corporate & Securities; Healthcare; Immigration; Labor & Employment; Litigation; Real Estate; Tax; Trial & Appellate Litigation,110
Fluet,Fluet-Upsell-[O-10758],Won,5/15/24,5/15/24,Upsell,2400,No Known Campaign Source,,Corporate Governance; Government; International; Litigation; Other,24
"Porteous, Hainkel and Johnson, L.L.P.","Porteous, Hainkel and Johnson, L.L.P.-Upsell-[O-10743]",Won,5/10/24,5/13/24,Upsell,2400,Cold Call,,Commercial; Insurance; Maritime; Other; Transportation; Trusts & Estates,53
Mayer LLP,Mayer LLP-Upsell-[O-10711],Won,5/6/24,5/6/24,Upsell,2400,Cold Call,,Appellate; Corporate & Securities; Healthcare; Immigration; Labor & Employment; Litigation; Real Estate; Tax; Trial & Appellate Litigation,110
Strong & Hanni,Strong & Hanni-Upsell-[O-10693],Won,5/2/24,5/2/24,Upsell,2400,Check-in Call,,Elder; Healthcare; Personal Injury,75
Lagasse Branch Bell & Kinkead,Lagasse Branch Bell & Kinkead-Upsell-[O-10670],Won,4/25/24,4/25/24,Upsell,2400,No Known Campaign Source,,Business Organizations; Class Actions; Education; Other,37
TroyGould PC,TroyGould PC-Upsell-[O-10509],Won,4/17/24,4/17/24,Upsell,2400,No Known Campaign Source,,Aviation; Corporate & Securities; FDA; Intellectual Property; Labor & Employment; Litigation; Media; Other; Real Estate,35
"Mouledoux, Bland, Legrand & Brackett, LLC","Mouledoux, Bland, Legrand & Brackett, LLC-Upsell-[O-10472]",Won,4/10/24,4/10/24,Upsell,2400,Cold Call,,Commercial; Corporate & Securities; Corporate Governance; Insurance; Maritime; Municipal; Other; Transportation; Workers Compensation,38
Mayer LLP,Mayer LLP-Upsell-[O-10321],Won,3/22/24,3/24/24,Upsell,2400,Cold Call,,Appellate; Corporate & Securities; Healthcare; Immigration; Labor & Employment; Litigation; Real Estate; Tax; Trial & Appellate Litigation,110
Frantz Law Group,Frantz Law Group-Upsell-[O-10289],Won,3/20/24,3/20/24,Upsell,2400,No Known Campaign Source,,Class Actions; Environmental; Other; Personal Injury; Product Liability; Transportation,35
Lagasse Branch Bell & Kinkead,Lagasse Branch Bell & Kinkead-Upsell-[O-10278],Won,3/11/24,3/18/24,Upsell,2400,Cold Call,,Business Organizations; Class Actions; Education; Other,37
"Degan, Blanchard & Nash,","Degan, Blanchard & Nash,-Upsell-[O-9986]",Won,2/15/24,2/15/24,Upsell,2400,Cold Call,,Arbitration,50
McKinley Irvin,McKinley Irvin-Upsell-[O-9739],Won,1/3/24,1/3/24,Upsell,2400,No Known Campaign Source,,Family; International; Mediation,50
TroyGould PC,TroyGould PC-Upsell-[O-9676],Won,12/18/23,12/18/23,Upsell,2400,No Known Campaign Source,,Aviation; Corporate & Securities; FDA; Intellectual Property; Labor & Employment; Litigation; Media; Other; Real Estate,35
"Baker Sterchi Cowden & Rice, LLC","Baker Sterchi Cowden & Rice, LLC-Upsell-[O-9577]",Won,11/17/23,11/20/23,Upsell,2400,Check-in Call,,Class Actions; Product Liability; Railroad,83
Blaies & Hightower,Blaies & Hightower-Upsell-[O-9556],Won,11/16/23,11/16/23,Upsell,2400,Check-in Call,,Appellate; Business Organizations; Government; Healthcare; Insurance; Other; Real Estate,12
"Shute Mihaly & Weinberger, LLP","Shute Mihaly & Weinberger, LLP-Upsell-[O-9472]",Won,10/27/23,10/27/23,Upsell,2400,Check-in Call,,Energy; Environmental; Litigation; Municipal; Other,46
Mayer LLP,Mayer LLP-Upsell-[O-9403],Won,10/16/23,10/16/23,Upsell,2400,Check-in Call,,Appellate; Corporate & Securities; Healthcare; Immigration; Labor & Employment; Litigation; Real Estate; Tax; Trial & Appellate Litigation,110
Massumi + Consoli LLP,Massumi + Consoli LLP-Upsell-[O-9374],Won,10/13/23,10/13/23,Upsell,2400,No Known Campaign Source,,Family; Litigation; Mergers & Acquisitions; Other; Venture Capital,43
Mayer LLP,Mayer LLP-Upsell-[O-9238],Won,9/14/23,9/14/23,Upsell,2400,Check-in Call,,Appellate; Corporate & Securities; Healthcare; Immigration; Labor & Employment; Litigation; Real Estate; Tax; Trial & Appellate Litigation,110
"Mouledoux, Bland, Legrand & Brackett, LLC","Mouledoux, Bland, Legrand & Brackett, LLC-Upsell-[O-9190]",Won,8/31/23,8/30/23,Upsell,2400,Check-in Call,,Commercial; Corporate & Securities; Corporate Governance; Insurance; Maritime; Municipal; Other; Transportation; Workers Compensation,38
"Boyar & Miller, A Professional Corporation","Boyar & Miller, A Professional Corporation-Upsell-[O-9101]",Won,8/21/23,8/21/23,Upsell,2400,Check-in Call,,Energy; Healthcare; Insurance; Litigation; Mergers & Acquisitions; Oil & Gas; Other; Real Estate,33
"Degan, Blanchard & Nash,","Degan, Blanchard & Nash,-Upsell-[O-9072]",Won,8/17/23,8/17/23,Upsell,2400,Check-in Call,,Arbitration,50
Saxe Doernberger & Vita,Saxe Doernberger & Vita-Upsell-[O-9036],Won,8/7/23,8/7/23,Upsell,2400,No Known Campaign Source,,Construction; Insurance; Real Estate,48
Melchiode Marks King,Melchiode Marks King-Upsell-[O-8819],Won,7/12/23,7/12/23,Upsell,2400,Cold Call,,Class Actions; Commercial; Construction; Environmental; Litigation; Maritime; Product Liability; Workers Compensation,16
"Fisher, Tousey, Leas & Ball","Fisher, Tousey, Leas & Ball-Upsell-[O-8673]",Won,6/30/23,6/29/23,Upsell,2400,Cold Call,,Appellate; Arbitration; Business Organizations; Commercial; Corporate & Securities; Corporate Governance; Elder Law; Family; Mediation; Mergers & Acquisitions; Other; Real Estate; Structured Finance; Tax; Trusts & Estates; Venture Capital,33
"Noland Hamerly Etienne & Hoss, PC","Noland Hamerly Etienne & Hoss, PC-Upsell-[O-8679]",Won,6/29/23,6/29/23,Upsell,2400,No Known Campaign Source,,Business Organizations; Construction; Labor & Employment; Land Use & Zoning; Litigation; Nonprofit Organizations; Other; Real Estate; Trusts & Estates,19
Hart Wagner LLP,Hart Wagner LLP-Upsell-[O-8582],Won,6/23/23,6/23/23,Upsell,2400,IGNITE-2023-registrants-013023,,Appellate; Commercial; Construction; Healthcare; Insurance; Legal Malpractice; Litigation; Malpractice; Medical Malpractice; Other; Product Liability; Professional Responsibility,22
Settle Meyer,Settle Meyer-Upsell-[O-8321],Won,6/7/23,6/7/23,Upsell,2400,No Known Campaign Source,,Arbitration; Commercial; Corporate Governance; Finance & Banking; Intellectual Property; Litigation; Mediation; Other; Real Estate; Tax; Water,8
Blaies & Hightower,Blaies & Hightower-Upsell-[O-8295],Won,6/2/23,6/2/23,Upsell,2400,Check-in Call,,Appellate; Business Organizations; Government; Healthcare; Insurance; Other; Real Estate,12
"Capehart & Scatchard, P.A.","Capehart & Scatchard, P.A.-Upsell-[O-8293]",Won,9/20/23,6/2/23,Upsell,2400,No Known Campaign Source,,Cannibis; Education; Energy; Finance & Banking; Healthcare; Labor & Employment; Land Use & Zoning; Litigation; Other; Real Estate; Workers Compensation,90
Slates Harwell LLP,Slates Harwell LLP-Upsell-[O-8243],Won,5/17/23,5/17/23,Upsell,2400,Check-in Call,,Construction; Contracts; Copyright; Insurance; Litigation; Other; Product Liability; Real Estate,9
"Olivarez Madruga Lemieux O'Neill, LLP","Olivarez Madruga Lemieux O'Neill, LLP-Upsell-[O-8217]",Won,5/16/23,5/16/23,Upsell,2400,No Known Campaign Source,,Construction; Corporate & Securities; Corporate Governance; Education; Environmental; Government; Labor & Employment; Land Use & Zoning; Litigation; Municipal; Other; Real Estate; Water,32
Steed Dunnill Reynolds Bailey Stephenson LLP,Steed Dunnill Reynolds Bailey Stephenson LLP-Upsell-[O-8166],Won,5/10/23,5/10/23,Upsell,2400,Check-in Call,,Healthcare; Insurance; Mediation; Other,19
"Zimmer Kunz, PLLC","Zimmer Kunz, PLLC-Upsell-[O-8062]",Won,5/3/23,4/28/23,Upsell,2400,No Known Campaign Source,,Commercial; Construction; Criminal; Energy; Environmental; Insurance; Labor & Employment; Litigation; Natural Resources; Other; Professional Responsibility; Transportation,31
"Olivarez Madruga Lemieux O'Neill, LLP","Olivarez Madruga Lemieux O'Neill, LLP-Upsell-[O-7783]",Won,4/6/23,4/6/23,Upsell,2400,No Known Campaign Source,,Construction; Corporate & Securities; Corporate Governance; Education; Environmental; Government; Labor & Employment; Land Use & Zoning; Litigation; Municipal; Other; Real Estate; Water,32
"Hoeppner Wagner & Evans, LLP","Hoeppner Wagner & Evans, LLP-Upsell-[O-7730]",Won,3/21/23,3/21/23,Upsell,2400,No Known Campaign Source,,Insurance; Labor & Employment; Personal Injury; Real Estate,9
"Fisher, Tousey, Leas & Ball","Fisher, Tousey, Leas & Ball-Upsell-[O-7699]",Won,3/21/23,3/20/23,Upsell,2400,Cold Call,,Appellate; Arbitration; Business Organizations; Commercial; Corporate & Securities; Corporate Governance; Elder Law; Family; Mediation; Mergers & Acquisitions; Other; Real Estate; Structured Finance; Tax; Trusts & Estates; Venture Capital,33
"Kaufman Dolowich, LLP","Kaufman Dolowich, LLP-Upsell-[O-7655]",Won,3/17/23,3/17/23,Upsell,2400,Check-in Call,,Commercial; Construction; Environmental; FDA; Financial Services Regulatory; Insurance; Intellectual Property; Labor & Employment; Maritime; Municipal; Other; Professional Responsibility; Real Estate,212
Radix Law,Radix Law-Upsell-[O-7619],Won,3/9/23,3/9/23,Upsell,2400,No Known Campaign Source,,Bankruptcy; Business Organizations; Commercial; Construction; Family; Other; Trusts & Estates,12
"Fisher, Tousey, Leas & Ball","Fisher, Tousey, Leas & Ball-Upsell-[O-7558]",Won,3/3/23,3/1/23,Upsell,2400,Cold Call,,Appellate; Arbitration; Business Organizations; Commercial; Corporate & Securities; Corporate Governance; Elder Law; Family; Mediation; Mergers & Acquisitions; Other; Real Estate; Structured Finance; Tax; Trusts & Estates; Venture Capital,33
Goldberg Segalla LLP,Goldberg Segalla LLP-Upsell-[O-6497],Won,1/11/23,7/18/22,Upsell,2892,No Known Campaign Source,,,439
Cades Schutte,Cades Schutte-Upsell-[O-11455],Won,7/31/24,7/31/24,Upsell,3000,No Known Campaign Source,,Insurance; Intellectual Property,81
"Beattie Padovano, LLC","Beattie Padovano, LLC-Upsell-[O-11106]",Won,6/14/24,6/13/24,Upsell,3000,No Known Campaign Source,,Commercial; Litigation; Real Estate,23
Bowditch & Dewey,Bowditch & Dewey-Upsell-[O-10671],Won,4/25/24,4/25/24,Upsell,3000,No Known Campaign Source,,Bankruptcy; Commercial; Corporate & Securities,63
KEATING MUETHING & KLEKAMP PLL,KEATING MUETHING & KLEKAMP PLL-Upsell-[O-10522],Won,4/22/24,4/22/24,Upsell,3000,No Known Campaign Source,,Commercial; Land Use & Zoning; Venture Capital,132
"Carter, Ledyard & Milburn LLP","Carter, Ledyard & Milburn LLP-Upsell-[O-9758]",Won,1/18/24,1/18/24,Upsell,3000,No Known Campaign Source,,Commercial; Environmental; Native American; Trademark,80
Kaempfer Crowell Renshaw Gronauer & Fiorentino,Kaempfer Crowell Renshaw Gronauer & Fiorentino-Upsell-[O-9749],Won,1/12/24,1/12/24,Upsell,3000,No Known Campaign Source,,Government; Land Use & Zoning,33
Barley Snyder,Barley Snyder-Upsell-[O-9520],Won,11/10/23,11/10/23,Upsell,3000,No Known Campaign Source,,Corporate & Securities; Employee Benefits; Trusts & Estates,134
MoloLamken LLP,MoloLamken LLP-Upsell-[O-9290],Won,9/25/23,9/21/23,Upsell,3000,No Known Campaign Source,,,42
Saxe Doernberger & Vita,Saxe Doernberger & Vita-Upsell-[O-8427],Won,7/27/23,6/21/23,Upsell,3000,No Known Campaign Source,,Construction; Insurance; Real Estate,48
Knox McLaughlin Gornall & Sennett PC,Knox McLaughlin Gornall & Sennett PC-Upsell-[O-6536],Lost,1/30/23,7/18/22,Upsell,3000,No Known Campaign Source,Inertia (Provide Details),,39
"Davis, Malm & D'agostine","Davis, Malm & D'agostine-Upsell-[O-6765]",Lost,6/12/24,8/25/22,Upsell,3138,No Known Campaign Source,Inertia (Provide Details),,37
Barley Snyder,Barley Snyder-Upsell-[O-9956],Lost,3/13/24,2/12/24,Upsell,3225,No Known Campaign Source,Price (Provide Details),Corporate & Securities; Employee Benefits; Trusts & Estates,134
"Jackson Kelly, PLLC","Jackson Kelly, PLLC-Upsell-[O-7087]",Lost,6/12/24,10/27/22,Upsell,3252.96,No Known Campaign Source,Inertia (Provide Details),,151
"Davis, Malm & D'agostine","Davis, Malm & D'agostine-Upsell-[O-6764]",Lost,6/12/24,8/25/22,Upsell,3500.04,No Known Campaign Source,Inertia (Provide Details),,37
"Porteous, Hainkel and Johnson, L.L.P.","Porteous, Hainkel and Johnson, L.L.P.-Upsell-[O-12086]",Won,10/31/24,10/31/24,Upsell,3600,Cold Call,,Commercial; Insurance; Maritime; Other; Transportation; Trusts & Estates,53
"Reisz Siderman Eisenberg, A Professional Corporation","Reisz Siderman Eisenberg, A Professional Corporation-Upsell-[O-12076]",Won,10/28/24,10/28/24,Upsell,3600,Check-in Call,,Commercial; Construction; Insurance; Litigation; Other; Product Liability; Professional Responsibility; Real Estate,13
"Mouledoux, Bland, Legrand & Brackett, LLC","Mouledoux, Bland, Legrand & Brackett, LLC-Upsell-[O-11952]",Won,10/2/24,10/2/24,Upsell,3600,Cold Call,,Commercial; Corporate & Securities; Corporate Governance; Insurance; Maritime; Municipal; Other; Transportation; Workers Compensation,38
Mayer LLP,Mayer LLP-Upsell-[O-11754],Won,9/4/24,9/4/24,Upsell,3600,Cold Call,,Appellate; Corporate & Securities; Healthcare; Immigration; Labor & Employment; Litigation; Real Estate; Tax; Trial & Appellate Litigation,110
TroyGould PC,TroyGould PC-Upsell-[O-11750],Won,9/4/24,9/4/24,Upsell,3600,No Known Campaign Source,,Aviation; Corporate & Securities; FDA; Intellectual Property; Labor & Employment; Litigation; Media; Other; Real Estate,35
"Mouledoux, Bland, Legrand & Brackett, LLC","Mouledoux, Bland, Legrand & Brackett, LLC-Upsell-[O-11538]",Won,8/20/24,8/20/24,Upsell,3600,Cold Call,,Commercial; Corporate & Securities; Corporate Governance; Insurance; Maritime; Municipal; Other; Transportation; Workers Compensation,38
"Bledsoe, Diestel, Treppa & Crane LLP","Bledsoe, Diestel, Treppa & Crane LLP-Upsell-[O-11128]",Won,6/18/24,6/18/24,Upsell,3600,No Known Campaign Source,,Construction; Consumer Protection; Litigation; Other; Product Liability; Real Estate,19
"Wick Phillips, LLP","Wick Phillips, LLP-Upsell-[O-11078]",Won,6/6/24,6/7/24,Upsell,3600,Cold Call,,Bankruptcy; Commercial; Construction; Corporate & Securities; Finance & Banking; Healthcare; Insurance; Intellectual Property; Labor & Employment; Mergers & Acquisitions; Oil & Gas; Other; Private & Hedge Funds; Real Estate; Tax; Trusts & Estates,88
"Cobb Martinez Woodward, PLLC","Cobb Martinez Woodward, PLLC-Upsell-[O-10712]",Won,5/6/24,5/6/24,Upsell,3600,Cold Call,,Appellate; Commercial; Construction; Insurance; Labor & Employment; Legal Malpractice; Litigation; Medical Malpractice; Other; Product Liability; Real Estate; Transportation,29
"Macdonald Devin, P.C.","Macdonald Devin, P.C.-Upsell-[O-10708]",Won,5/6/24,5/6/24,Upsell,3600,Cold Call,,Appellate; Business Organizations; Commercial; Commercial Transactions; Construction; Healthcare; Insurance; Litigation; Other; Product Liability; Transportation,27
Kobayashi Sugita & Goda,Kobayashi Sugita & Goda-Upsell-[O-10676],Won,4/26/24,4/26/24,Upsell,3600,No Known Campaign Source,,Antitrust; Appellate; Bankruptcy; Construction; Environmental; Government; Immigration; Intellectual Property; Labor & Employment; Land Use & Zoning; Other; Real Estate; Sports; Trusts & Estates; Utilities,41
Germer PLLC,Germer PLLC-Upsell-[O-9861],Won,1/25/24,1/31/24,Upsell,3600,Cold Call,,Administrative,101
"Colantuono Highsmith Whatley, PC","Colantuono Highsmith Whatley, PC-Upsell-[O-9757]",Won,1/17/24,1/17/24,Upsell,3600,No Known Campaign Source,,Appellate; Cannibis; Labor & Employment; Land Use & Zoning; Other; Public Policy,30
"Bledsoe, Diestel, Treppa & Crane LLP","Bledsoe, Diestel, Treppa & Crane LLP-Upsell-[O-9496]",Won,11/7/23,11/7/23,Upsell,3600,Check-in Call,,Construction; Consumer Protection; Litigation; Other; Product Liability; Real Estate,19
Germer PLLC,Germer PLLC-Upsell-[O-9462],Won,10/26/23,10/26/23,Upsell,3600,Check-in Call,,Administrative,101
McKinley Irvin,McKinley Irvin-Upsell-[O-9431],Won,10/19/23,10/19/23,Upsell,3600,Check-in Call,,Family; International; Mediation,50
McKinley Irvin,McKinley Irvin-Upsell-[O-9391],Won,10/17/23,10/13/23,Upsell,3600,No Known Campaign Source,,Family; International; Mediation,50
Germer PLLC,Germer PLLC-Upsell-[O-9359],Won,10/11/23,10/11/23,Upsell,3600,Check-in Call,,Administrative,101
Saxe Doernberger & Vita,Saxe Doernberger & Vita-Upsell-[O-8337],Lost,6/13/24,6/13/23,Upsell,3600,No Known Campaign Source,Inertia (Provide Details),Construction; Insurance; Real Estate,48
Saxe Doernberger & Vita,Saxe Doernberger & Vita-Upsell-[O-8306],Won,6/6/23,6/6/23,Upsell,3600,No Known Campaign Source,,Construction; Insurance; Real Estate,48
Mayer LLP,Mayer LLP-Upsell-[O-8297],Won,6/4/23,6/4/23,Upsell,3600,Check-in Call,,Appellate; Corporate & Securities; Healthcare; Immigration; Labor & Employment; Litigation; Real Estate; Tax; Trial & Appellate Litigation,110
"Kessler & Collins, A Professional Corporation","Kessler & Collins, A Professional Corporation-Upsell-[O-7755]",Won,3/31/23,3/29/23,Upsell,3600,Check-in Call,,Bankruptcy; Business Organizations; Commercial; Construction; Corporate & Securities; Healthcare; Insurance; Intellectual Property; Litigation; Oil & Gas; Other; Professional Responsibility; Real Estate; Sports; Trusts & Estates,23
"Gammage & Burnham, P.L.C.","Gammage & Burnham, P.L.C.-Upsell-[O-9476]",Won,10/30/23,10/30/23,Upsell,3780,Check-in Call,,Administrative; Bankruptcy; Business Organizations; Cannibis; Commercial; Commercial Transactions; Construction; Government; Labor & Employment; Land Use & Zoning; Trusts & Estates; Water,37
"Buckingham, Doolittle & Burroughs","Buckingham, Doolittle & Burroughs-Upsell-[O-9970]",Won,2/13/24,2/13/24,Upsell,3960,No Known Campaign Source,,Labor & Employment; Mergers & Acquisitions; Real Estate; Tax,76
ORBA (Ostrow Reisin Berk & Abrams Ltd),ORBA (Ostrow Reisin Berk & Abrams Ltd)-Upsell-[O-9429],Won,10/20/23,10/19/23,Upsell,4080,No Known Campaign Source,,,125
Miles & Stockbridge P.C.,Miles & Stockbridge P.C.-Upsell-[O-9193],Won,9/7/23,8/31/23,Upsell,4500,No Known Campaign Source,,Finance & Banking; Public Finance; Tax,178
